"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-13 20:48:30","DGLBLOG","Is your #home inviting? What #mood does your #space put you in? We're spending a lot of time these days at home so it's important we continue to uplift our spirits! 

&gt; https://t.co/W3gGBWgY3f &lt;

#blog #blogger #selfcare #healthylifestyle #healthyhabits #uplift #stressrelief https://t.co/pY751cWieJ",0,"DAMN GOOD LIFE","California","Blog | Inspiration | Motivation | Self-Care | Friendly Advice |  Tips and Tricks

IG & FB: dglblog",11,-119.4179324,36.778261
"2020-08-13 20:28:42","goldieblox","#TriviaThursday 💭

Who was the first African-American woman to travel into space? 

#space #astronaut #WomenInSTEM #STEM #STEMeducation",3,"GoldieBlox","Los Angeles, CA","Children’s entertainment company that inspires girls to see the world as their toolbox & gives them confidence to engineer a better tomorrow. CEO @debbieblox",34576,-118.2436849,34.0522342
"2020-08-13 20:14:31","JasonKanigan","[NEW] Australia's Space Habitats founder Jannene Kyytsonen is on the Cold Star Project. I especially like the 1:1, ground level ""What's it going to take, what am I as a person going to have to do?"" to build #communities in #space https://t.co/ePVmOvCuT3",0,"Jason Kanigan","Wilmington NC","Founder, Cold Star Tech: Solving big Space and terrestrial problems where compliance cultures, time-sensitive missions & drive to be the best meet.",502,-77.8868117,34.2103894
"2020-08-13 19:59:27","independent_zen","🚀""That's one small step for a man, one giant leap for mankind.""🚀Neil Armstrong
#space",0,"independentzen","Vancouver, British Columbia","Life is beautiful. Live every day in the present. Be grateful for who you are and appreciate the world around you.
Quotes, Photos, Music, Positivity, Gratitude",590,-123.1,49.25
"2020-08-13 19:06:45","etutorworld","#Repost @astro_quantum_physics
• • • • • •
Lost in Space
#science  #sciencefiction 
#spacex #space #physics #physicsfun #physicist 
#physicsquotes #physicsmemes 
#astrophysics #astronomy #astronaut
#alien
#quantumphysics #quarantinelife 
#cosmology #cosmos #relativity https://t.co/qVgpfDWTMQ",0,"eTutorWorld Inc","East Lansing, MI","1-on-1 Online #Tutoring in #Math,Science & English. Assignment & #TestPrep Help, SCAT help with FREE #Worksheets & FREE #Lesson on https://t.co/XprqfY38Aa",237,-84.4838654,42.7369792
"2020-08-13 19:04:31","Southcom","#SOUTHCOM was honored to host @DefesaGovBr &amp; @DeptofDefense #space leaders for virtual Space Engagement Talks Aug. 4-13. The talks strengthen the close US-#Brazil partnership &amp; help ensure the responsible, safe use of space. @US_SpaceCom @SpaceForceDoD @EmbaixadaEUA @portalfab https://t.co/okOOKrILqY",76,"U.S. Southern Command","Miami, Florida","Official account of SOUTHCOM. Oversees U.S. military activities in Latin America & Caribbean. RT/follow≠endorsement.",230090,-80.1917902,25.7616798
"2020-08-13 19:00:20","iam_rachelford","On my way to the Shuttle Launch Experience! 🚀 

#madamedirector #nasa #launch 
#kennedyspacecenter #dayoff #ThursdayMotivation #ThursdayFun #space https://t.co/EtQTO4eW7U",0,"Rachel Ford","Tampa, FL","a.k.a. Madame Director, who loves people, storytelling, media production, space exploration, and of course, color. (views here are my own)",29,-82.4571776,27.950575
"2020-08-13 18:51:23","raquelbyrnes","For my fellow #GalaxyGeeks there are some fun things to check out over at the NASA website. For one, they have a Selfie App that lets you take a picture like this one of you in front of one of NASA's cool cosmic backgrounds. #space #scifi #author https://t.co/AMLQXlX3bl",1,"Raquel Byrnes","Southern California","Writer | Stargazer | Bestselling author of #suspense & #thrillers. Loves to keep readers at the edge of their seat. Can confirm the dark side has cookies.",3237,-117,34
"2020-08-13 18:49:29","Mdeacon313","we're actually alone in the universe.  IF there was a type 2 civ we would have detected the energy coming from their Galaxy.  A type 3 uses the entire universe so they would be omni present.  They can harness dark matter and that's why they're  undetectable. #space #wearealone",0,"Newton XNEL","Atlanta, Ga","Emcee, producer, rockstar, and advocate of creativity and good music!!",725,-84.3879824,33.7489954
"2020-08-13 18:40:49","UssfScientist","The X-37B Orbital Test Vehicle has been one of my favorite platforms for quite a while. 
#AI #automation #ussf #daf #space #spaceflight @SpaceForceDoD @SpaceNews_Inc @SpaceFoundation @spacegovuk 
https://t.co/YgUmbn4nSS",0,"Aaron Celaya, Lt Col, USSF","Colorado Springs, CO","Artificial Intelligence (AI) Liaison to AFWIC AI Cross-functional Team (CFT) and Deputy Branch Chief for Doctrine and Concepts at Headquarters U.S. Space Force",20,-104.8213634,38.8338816
"2020-08-13 18:24:44","burgessct","China leads 2020 in #Space launches (not all successful) their hand is into @NASA / @usairforce research and the #MSS has been targeting #aerospace sector, including @generalelectric 

#China's #espionage #IPTheft appetite is tremendous 

|| My thoughts

https://t.co/e8Gq8JQw5x",4,"Christopher Burgess","Washington State","30+ years w/CIA🕵️‍♂️- Founder @securelytravel ✈ Co-Author Book 📕 Secrets Stolen Fortunes Lost Preventing IP Theft and Economic Espionage in 21st Century",12406,-120.5,47.5
"2020-08-13 17:37:07","predasar","Come join PredaSAR, the best commercial space radar company on the planet! @PredaSAR is currently seeking a Director of Talent Management. Click the link below for more info 🛰 #PredaSAR #SAR #Space #SmallSat #Radar #Hiring #HR #TalentManagement #Jobs 

https://t.co/CVoLChFL8j",2,"predasar","Boca Raton, FL","Building the worlds largest SAR satellite constellation.",156,-80.1289321,26.3683064
"2020-08-13 17:22:29","drpax","Amazing! #Space #Universe @SpaceX @virgingalactic  https://t.co/xb37Vf7YQZ",0,"pax","Austin, TX","Drummer, Joker, Entrepreneur, Quant. Long Term Investor. Scientist above all.",52,-97.7430608,30.267153
"2020-08-13 17:15:58","DeltavPhotos","The Milky Way's galactic core - captured on 7/21/20. This was my first stacked astrophotography image! I find the vast amount of stars and sprawling dust lanes awe-inspiring.
#Astrophotography #MilkyWay #Space https://t.co/m6pzlVZVgA",1,"ΔV Photos 🚀","Florida, USA","Hello, I’m a launch photographer and space enthusiast. 
Follow me on Instagram: https://t.co/s005vjn7xF",34,-81.5157535,27.6648274
"2020-08-13 17:02:36","JS_Arquin","Grab a fistful of SFF ebooks!

https://t.co/ahOjTj5dEw via 
@BookFunnel

#scifi #fantasy #books #ebooks #freebooks #bookgiveaway #kindle #kindledeals #read #reading #indieauthors #dystopian #space #magic #laser #sword #robots #AI #booklover #dragons #epic #booklovers https://t.co/YhZ0H9gEyF",2,"J.S. Arquin","Portland, OR","Author of The Crimson Dust Cycle: 
https://t.co/m6Ap8sUqtw 
Podcaster @NWOvercast. Mostly Harmless.             
Audiobook narrator at https://t.co/uiG4sztGoB",4215,-122.6587185,45.5122308
"2020-08-13 17:02:10","g_t_photos","How many #astronauts have flown into #space for the US? Take a look at this wall and see if you can count them! This was shot at the #SpaceCenter in #Houston, #Texas. Another shot from a #gtjourney. #photooftheday https://t.co/BTiFGuiGlk",1,"George Taylor","Chattanooga, TN","After carrying a camera for over 50 years, I figure that I've learned a thing or two about image making.  Here are samples.  And, yes, they're for sale!",253,-85.3096801,35.0456297
"2020-08-13 16:39:17","OakmanAerospace","Our live webinar demonstrating Global Collaborative Space System Development created quite a buzz last week during #SmallSat! 🛰️ If you missed it, you can watch it here: https://t.co/VTd55AQ0Jn
Contact us info@oak-aero.com
#EnablingYourJourneyThroughSpace #ACORNThursday #Space",0,"Oakman Aerospace, Inc.","Littleton, CO","""Enabling Your Journey Through Space"" with open-system architectures, rapid & responsive satellites, & boutique mission design, assembly, integration, and test!",509,-105.0166498,39.613321
"2020-08-13 16:33:07","UT_IMProgram","A video overview of the @SpaceX #Starship which is being built in Texas (on the border with Mexico).

The plan is to build 1,000 of these reusable #space vehicles (1 every 72 hours) for Earth, Moon, and Mars missions. 

Don't believe us? Watch this:

https://t.co/JBta8P8fR3",1,"UT IM Program","Austin, TX","UT Austin McCombs Information Management Program | Business Technology Research and Learning | MIS BBA | Follow us for #Tech Updates & Insights | @UTexasMcCombs",388,-97.7430608,30.267153
"2020-08-13 16:21:43","ScruffyMinds","#APOD 
#astronomypictureoftheday
#astronomy
#Space 
 The Shifting Tails of Comet NEOWISE https://t.co/fu5YN8KCt5",0,"EH Mantel (eMan the Elder Millennial)","Chattanooga, TN","Daily writing prompts & excerpts from my book
Chronicles of Centauri Book 1 Interview with the Being
A Tale from Orion's Spur
video games & tech
Soli Deo Gloria",344,-85.3096801,35.0456297
"2020-08-13 16:13:54","RiceUNews","The sound of dust blowing across the Red Planet has allowed Rice University researchers Sizhuang Deng and Alan Levander to measure the layers beneath its canyons and dried lake beds, @a_leinfelder reports in the @HoustonChron today.
https://t.co/9unykwwnjt #Mars #space #planet",3,"Rice University News","Houston, TX","Official Twitter account for Rice News and Media Relations.",8653,-95.3698028,29.7604267
"2020-08-13 15:58:19","federallamm","As I said yesterday, #Texas is the future of the #space industry. Welcome @SpaceX @ElonMusk https://t.co/7qfiMxZrio",2,"Ben Lamm","Austin, TX","Present: Founder/CEO @hypergiant PAST: @Conversable [Acq by @liveperson] / Chaotic Moon [Acq by @accenture ] / @teamchaos [Acq by @zynga]",17295,-97.7430608,30.267153
"2020-08-13 15:53:54","PocketPrismatic","New pins available on my online shop! Link in bio! 

They are ready to head to their new homes! ☁️

#pin #enamelpin #hardenamelpin #space #pincommunity #pincollector #onlineshop https://t.co/b6WIaLYPut",3,"PrismaticPocket","Montreal","artist ☁️ proud rat mom ☁️ comic enthusiast ☁️ vintage toys lover",326,-73.557,45.5053333333333
"2020-08-13 15:44:16","astronomywriter","HEIC: Hubble Helps Uncover Mystery of Betelgeuse's Dimming
https://t.co/A2lS39y2Na
#astronomy #space #science #news #hubble #nasa #hubble30 #HubbleSpaceTelescope #betelgeuse",4,"Richard J. Bartlett","Los Angeles, CA","Writer, former monthly columnist for #Astronomy magazine and author of numerous books for astronomers of all levels. Pro human decency, vehemently anti-Trump.",975,-118.2436849,34.0522342
"2020-08-13 15:35:17","ebainink","99 CENTS limited time
Spy romance
Space, Espresso, Robots, Drones, Quiche
https://t.co/xfEGcSE49B
Twelfth Night meets Mission Impossible when an agent poses as her brother to investigate the only man she’s loved.
#betterlateromance #robots #cybersecurity #espionage #space",0,"Michelle Knowlden","California","Author of the Abishag and Deluded Detective mystery series. Co-author of the YA novella UNSTRUNG. Writer of SF, historical, and paranormal romance.",619,-119.4179324,36.778261
"2020-08-13 15:27:39","mark_tarello","PASS IT ON: Planets Saturn and Jupiter will appear right next to each other in the southern sky tonight! #Space https://t.co/YBenPJCE2y",11,"Mark Tarello","Mankato, Minnesota.","Chief Meteorologist at KEYC News Now. A CBS, FOX, & NBC affiliate. Bringing 23 years of TV weather experience to southern Minnesota & keeping you informed 24/7.",16556,-93.9993996,44.1635775
"2020-08-13 15:25:06","FaissalBd","#Storms!

We're learning about storms!

In #Space!

#JoinUs

#AAAdotOrg

.

#astronomy #astro #telescope #binoculars #solar #planetary #NewYorkCity https://t.co/vLvcouLVpY",0,"Faissal Md. Halim","New York, NY","",85,-74.005974,40.712776
"2020-08-13 12:42:22","JerryCallaio","#Science #Space #Astronomy #Physics #Cosmology #Technology Future observations with more powerful telescopes may help astronomers uncover how common these well-ordered galaxies were after the Big Bang. 
https://t.co/MgT6kZvrgf",0,"JerryCallaio","Florida","Pay No Attention 2 That Man Behind The Curtain!#PROGRESSIVE #LGBT #ACTIVIST Expose RWNJ Lies! #Technology #Science #Space #Astronomy #Cosmology #Physics #RESIST",13234,-81.5157535,27.6648274
"2020-08-13 15:12:53","fantasyworldgrl","Thanks @popcult_usa for my awesome NASA gear! 🚀🛰✨
#nasa #space https://t.co/dNhFqAipaR",0,"The Girl in a Fantasy World","Raleigh, NC","🛸 Lover of all things sci-fi 🧟‍♀️ Geek mom of two 🎮 Gamer | Con-goer | Paranormal addict",41,-78.6381787,35.7795897
"2020-08-13 14:58:14","LDLockhartJr","Love these !! #space and stuff https://t.co/RXEJOp2HpZ",0,"Onesirian","Memphis, TN","Family man | Reader | Leader
@CodeConnector_ Volunteer Coordinator
#SoftwareDeveloper @MsState alum",524,-90.0489801,35.1495343
"2020-08-13 14:52:05","ExpandSpace","What if you could change the world by feeding a single young mind? Here's a chance to do just that! She will change the world and you can help make that happen! 
https://t.co/fE08vGhtw3
#GirlsInSTEM #WomenInSTEM #India #NobelPrize #Space #Exploration #Education #DataScience",7,"TOPSS","Wilton, IA","Proliferating and standardizing space studies in Pre-K through 12th grade, The Organization for the Proliferation of Space Studies.",16,-91.0168179,41.5889154
"2020-08-13 14:40:07","DesignCrasher","Check Out These 19 Foolproof Ways To Make A Small Space Feel So Much Bigger. 
https://t.co/ud7MaeSvZ5 
#Foolproof #small #space #Bigger #home #design",0,"DesignCrasher","California, USA","Get ready to be inspired! Create beautiful #interiordesigns and watch them come to life in 3D. Available for free download on #iOS and #Android.",65,-119.4179324,36.778261
"2020-08-13 14:23:47","Miranda_Paul","The #PerseidMeteorShower peaked last night/this morn. This is the astronomical event that got me interested in stargazing. How fitting that today I get to reveal the cover of Sija Hong's and my new book, BEYOND!! @LernerBooks #space #kidlit #STEM Coming April 2021 #NF @CarolCHinz https://t.co/jb5bg18wjM",12,"Miranda Paul || SPEAK UP","Wisconsin","Author of One Plastic Bag, Water is Water & more. Little Libraries, Big Heroes & Thanku out now. WNDB™ founding team. #EMLA agent. Opinions=own. She/her. *BLM*",5244,-88.7878678,43.7844397
"2020-08-13 14:20:11","CCYKids","Energy is contagious, either positive or negative. Be forever mindful who you put in that #space",1,"Mario Bayne","Phoenix, AZ","At Career Concepts for Youth, each student becomes a partner in our efforts to reduce the dropout rate and increase the education level of the workforce.",37,-112.0740373,33.4483771
"2020-08-13 14:16:22","BryanGoffPhoto","The Lagoon Nebula, Messier 8. Taken from my backyard in #Oceanside #California
1 hour of data
Celestron RASA 8
iOptron CEM60
ZWO 183MC
#asiweek #Astrophotography #astronomy #telescope #space #ancientaliens https://t.co/RO6QP8jak6",3,"Bryan Goff","Oceanside, CA","Bryan Goff is a lover of #astrophotography based in #Oceanside #California
Licensed #sUAS 107 Pilot.
Student Palomar College @palomarcomets",386,-117.3794834,33.1958696
"2020-08-13 13:58:49","ChallengerNWI","Open enrollment for our Destination Day Camp is going LIVE! 🤩  Register your student today at https://t.co/gFlUyN5prk, and embark with us on this new school year adventure 🚀 #kidfriendly #science #school #education #Fall #Fall2020 #space #elearning #NorthwestIndiana https://t.co/KFPKCTUWxp",0,"Challenger Ctr. NWI","Hammond, IN","As the living tribute to the Challenger Crew, Challenger Center uses space-themed missions to excite students about science, technology, engineering, and math.",872,-87.5000412,41.5833688
"2020-08-13 13:41:44","radarboy_japan","The Voyager Golden Records, sounds of the earth https://t.co/xdbbfnviiJ #space",0,"George Gally","Brooklyn, New York","Media artist, technologist, tinkerer, dreamer. Data and media artist.",783,-73.94416,40.678177
"2020-08-13 13:35:00","DrGrasshopper","Inspiring...🦄✨💜 @richardbranson powering his businesses through our new reality is simply inspiring 💫Here’s an example from @RollsRoyce &amp; @virgingalactic #virgingalactic #space #travel #tourism #aviation #plane #NewNormal https://t.co/0B6BfUqVnN",0,"Grasshopper - Heshan Illangkoon PhD","West Palm Beach, FL","🇨🇦 🇱🇰 🇺🇸 If I added you recently, it was probably from a good conversation on #clubhouse AstroSyntheticBiologist Here to Help🌍🙏🏾✨🦄🧙🏽‍♂️ DMs open☺️",1123,-80.0533746,26.7153424
